address,speedy
0x04b3198469e551a48f578f08f0df3a22e59d1a13,882352.9412
0x04b60e2d7cd6bad447f1370fbfe082451c377edb,882352.9412
0x04b6e8b752c356fe8f13849baa2dfdd9f84e5eeb,9375000
0x04bf5d3c04e9d3b28e51bafddcd608a28d8873e9,9375000
0x04c3ec137ce5f0a90225ae25a7ba06c4e47b76d9,882352.9412
0x04c537bf57d4972e41af2c3d89d80e14ff6d0ec7,949500.4012
0x04e0946d2bf513218411466025e36fdf86f48ad1,554633572.1
0x04e323a0e4f70133624ae5b8d0116f3a225a4c83,9375000
0x04e39416552569a6b853fe5ae86fb3f21a1b901f,882352.9412
0x04eeaadf602411105414727596e956f85216c0c9,9375000
0x04f5bb67856e5b9ae731fb965b4698dae46c6ee2,882352.9412
0x04fece77e4e681572b6c552c69a5b4d4c7505b28,882352.9412
0x04fee3a50399bbf4193f3c00312939ddaa908d85,882352.9412
0x0503ba02242d578e5cdc47e611dd9f2b2068ebf5,882352.9412
0x050432c694552ceba770ded430ec4677e57bab85,882352.9412
0x05077aa9ad0fcfbb596cef0b41923488cb25ddbf,882352.9412
0x0508dbb030ce965445181b011c238201f4678d6f,882352.9412
0x051b976e098a92ec7e732e431fb956f106bc43f0,882352.9412
0x051d805d70ced46d2bd3071f713daf97accc5cbe,882352.9412
0x051ed23603c9651d65e9df1d7344aeb0af35f721,882352.9412
0x0524d22caae9a0b135bb0fc5bab955d1a3a69fe5,2918716.923
0x052bd71379c4b746fc702bcb996efca14405464a,882352.9412
0x052eacf742e0923fc51117b7302710c23eff6b7c,882352.9412
0x053837fc966dff8d59e91aa9f04cf3d94a0818d7,882352.9412
0x05405bd14669b66a34b3959e3e2712afefbf991a,882352.9412
0x0549f10842255bbd0a8c9b8c54a8e08eb5eabb7e,882352.9412
0x0556430a73a72622fc76254144a8c477bd15d3ff,882352.9412
0x056b93dc8a30a2761895a599153034cc77f75cfb,882352.9412
0x056effe030843c7c62ce2d3f65c25f3607c61186,882352.9412
0x05700a4b63af846cf2fb17a659729464dc9a96aa,62500000
0x059ad0652e7af28d77df475cdae57db3d6e73d71,882352.9412
0x05a981ef9c5c69bc98f783d1b5b63093741df9ff,26523391.88
0x05acc2c9577767cd264a7b042ac554827746f2b5,882352.9412
0x05c026d53215362ab1c8adec08081c19844e1b90,882352.9412
0x05c40be87f27258c82c9448e3baaf04f5266ee8b,882352.9412
0x05c5589f0580b39e10c4ad5928e65f8250c846cc,882352.9412
0x05d79fb6a2e3599bb25790da817a2b975ff8f217,882352.9412
0x05df234f7b6dbc590a1a4c75e88df88698d2c90d,882352.9412
0x05e254cd48778b37001fa982441a557682e113f2,882352.9412
0x05eb8482a7f55b92b893d16dd73e63db338e690e,882352.9412
0x05ebb8c1c298f187d02f5055dbae0b984894ccd2,882352.9412
0x0603000e79654440f10cb82e89f5e24071a5bbfd,882352.9412
0x060395ea58b721b92cd5017ad8286f17e9c1ed48,882352.9412
0x0609ecd5d68c9f18e710a49f529ce4c2c4831f30,882352.9412
0x06123dfdec9ed7bf70c137599ab55efd20c0ab21,9375000
0x0616d384050a725957a2eb6500f318f0232475f3,911545.2042
0x06182a75f608ad767de1d46a4d88572c5bb2f823,882352.9412
0x061a4d14b001acb49fa808e91dd07c6781e8f30e,882352.9412
0x061a9d627028fe708e1b77e591b9bdf41392d4ba,9375000
0x0622a71e56e2051972247b30e9cc2a4b68bd4534,882352.9412
0x0624b2e0bedabb94be48d61d5a1051ee502984ab,882352.9412
0x062bce66bc8e360fe803ab310e34fe75a83916a9,882352.9412
0x062d40b541df947ef0ec9eea28366e2a52a41277,882352.9412
0x064689fd7ff9c38e5f5eafba7064c02512c4ab6c,882352.9412
0x064de4173f289f5d50177c09e82a24bdac798a54,882352.9412
0x06701ec0eff44a042f6e3acf893dbf1828202847,882352.9412
0x0678d7d22e008fe37fb87aec701b77a2da940853,882352.9412
0x0685dc8a343d39e62802a10d333d75d557a5ac98,882352.9412
0x068afbfe390a719fda63eb03f0f3558888d4a0fc,882352.9412
0x068c5884845e1b541a03972edbc72c409e551fb7,882352.9412
0x0691ce8c4ae605749a89642f8900700d6710b23d,882352.9412
0x0693ef4f4c13fcb481b3ab9928a63ffccf6c6df8,882352.9412
0x0695cb4b6bfcda381b44d20cefa73a41b57ec078,9375000
0x0697c9856ff87c24019126d673a1baf8db06746a,882352.9412
0x069b96ae8a51c592e05647d52e92bb070a7a4076,882352.9412
0x069e0354ae5631000778995514e3630a0b5a8e07,882352.9412
0x06baecf2928ccb71261d85012d9010e15009ebab,882352.9412
0x06c1a634b7f4312710466d26a83236b76f2d7177,882352.9412
0x06dc5f0fa5cbffd5d18bfdd181568b2a102160b0,882352.9412
0x06e64d56fd9b4db5d2efb4f25bcb4b2cc170dd4d,62500000
0x06e82e439ed019839d6e8ec489fe1c0cb61c8434,882352.9412
0x06f2d7214bc31cbaf9a17ae88c9c7aa841875127,882352.9412
0x06fa33bd3a6eab2180796a6aa90788efea08c2ab,882352.9412
0x06fd2501d7108a762b94ecd4cdd6cc1d2187b3b3,882352.9412
0x06fd3a0ffd561ff646572463d13b44c40fb12f9b,882352.9412
0x071abacd3ea16e8cc7ac6633013a4941f5521803,882352.9412
0x07269c5491fa69e5e81fe90346aa910ced4e8ebf,882352.9412
0x0728650e2df8cf8586aca842663925742301d531,882352.9412
0x072a1f32c405fb36df2eeba6f98d7dcadc286f54,882352.9412
0x072d3053c63c3d23116cea6cd14ba9e2d4c28db8,882352.9412
0x073de4536ff42210694f955cca4eaf00941a5f44,882352.9412
0x073ea7fe991bee12141c2af1d72df9bf8ad53cfb,882352.9412
0x0747ec699737a089276c170abfb9dcb3482d95af,882352.9412
0x0754999e4158dec65afbfa60a3e9b3e1322e98cd,882352.9412
0x0761f062e03fed187060e9c6150c21ba9a64307d,882352.9412
0x076248ccdf3a6659e956e3b90842082beefaca92,9375000
0x0778ae2e870e18680f46696c20b17f7305132aed,882352.9412
0x077cf5391ae5d0dba22071f7b27af128789b16fa,882352.9412
0x078979b6ace29d078abc7a6148f0483c4214c90a,882352.9412
0x078b62d1a8a7f6515e0e891b4ae47dc18fdfc5c6,882352.9412
0x079a2b20db8154cb54569265a8fd8eea8e36a866,882352.9412
0x079f762096ef59d973c6beec75ebc23c28c79a8f,882352.9412
0x07a16089a5237f48df0a14cb957fe13e73369dbf,882352.9412
0x07a3e6f480709644c1ace3d33bc633337be687f6,882352.9412
0x07ae3d42b3b848716abd27ecdf31ec9b701e82ac,882352.9412
0x07af490bbfe1b75ae999ab29ea5d0d6e31646b2f,911545.2042
0x07b1007382a706314fcef40b088247675bec8416,882352.9412
0x07b6a139a2e9bb900ce00f58a0f94d53696b8cb5,882352.9412
0x07be1e75dbe1d7e9395bdc904433f3826995a059,882352.9412
0x07daaca7c8300b0dcadfd987baeae1c002a10a12,882352.9412
0x07e3d65878e99975481fe04f3e2eb6bf21916e2a,882352.9412
0x07ebd3d0788d688714c6e97fc7658668b8bb3cda,882352.9412
0x07ed0cd3b5fb335cf70187eb607b2dbf9924255a,1017672.612
0x07f776a9cf71d6e854b04b3ae4d382d8b14a3683,882352.9412
0x0805526239e156771c780891c1d31164386b5f59,882352.9412
0x0815edf1b6b10b8ced00a5e58634ec563197fa12,9375000
0x08165e3de82b6cb92b8ca5dcaa1f48f1ad560203,882352.9412
0x0816d07ed55a76165bcff205d621d5f173241a45,882352.9412
0x08174fc519a035d8560f19dd2dbf2c18785c4e1d,882352.9412
0x0822b04dbc4c9dcda83a9bd83ad94c85baef565a,882352.9412
0x0823cf4bafafed6fe7468cd31501c9ec82cde4e5,882352.9412
0x083bb013e1da02058bc485f8cad21c0cf8508bac,949500.4012
0x0845aec76c1bba9286ba18decbe4fe573aae3523,9375000
0x08558a0b7916b4eedd2c03638aa3165afa4e010b,882352.9412
0x08566b563444b7b6bca5ad728f5d87f8a677cb59,949500.4012
0x0858508641ada451fd7cc64d7bbc15b70ce48b64,882352.9412
0x085d499a8b11c5184850d635debdf432ee6d9e2a,882352.9412
0x0863510bd3590491ad0973f9202b1a476e51150c,882352.9412
0x08639da996925315357702dce854ed65a986bd17,882352.9412
0x0866462b5524c5ca8c1ba9c5280823a758782efa,882352.9412
0x086e6473d20e45d3859c524dea0ebb9b69a044e3,882352.9412
0x0874cb742c8a6744d974f347dd7203f072e91d00,882352.9412
0x0874f110b11ca7221db407add48d733bbc8eec7a,882352.9412
0x088a7e0c21e83657f0228663beb37bc9550adc93,882352.9412
0x088acabb8ba0665cb3fbc097d8528814c2baff57,882352.9412
0x088dfdb19101b1964b226337fe323cf01735bec9,882352.9412
0x089b6535cd514d9acb63368c49c8e7cfaa38377a,882352.9412
0x089ca729d1ddb656d67ab2a9687ed24f4911c536,9375000
0x08a5441c9ade50f8333017e067256f065c24097e,882352.9412
0x08a91564a1558907daee0083962d6193929eece4,882352.9412
0x08a9d5e39b6a5b95e79b0ca47e5b2643614c3075,9375000
0x08b91a11c17b5c6894acc576b3bff0d4a8b0a029,882352.9412
0x08e2c2437b78a7955fd8056d6e0c9089e098ed4b,882352.9412
0x09008fd950f44e3453d3c3f5ad56200a35cd4c4a,9375000
0x090f4d849f76a38f9464b44295cffbe677e63feb,882352.9412
0x091b0ea4ead186e93de35d0ffd5b3e882e8b4f10,882352.9412
0x09358f2d67c141cac04a94ea79f897d788d563ba,882352.9412
0x093daf12edc88aa5a55c893169f17912f957a2cd,882352.9412
0x09410cfeab89be6d21c30a7b02dfc6e162f4f5cb,9375000
0x0943eb6410b5620328dc6168927fcd0b99acd9c1,882352.9412
0x0943f8eb1a802fd9fe1174ee232f2d99b4f84ee3,882352.9412
0x09445d99ad16738725675eaa0f3de1b39006050c,882352.9412
0x0953fb5b8e106223be6e8792e248a3ad4a380092,882352.9412
0x0970ccc68c26214919af8de6c2c485c8bad6997a,882352.9412
0x097ea8bfce61734c5068c41a9457c84f0dd0de13,882352.9412
0x098040acaeaba03ae381a74f3fd775aafaf91c9e,882352.9412
0x09829197ad8276b2b2368b2d3212efcc0b639213,882352.9412
0x0983accae22ab0ddef917494dcd18c7abd75785f,9375000
0x09898fd75cefe4096f5b881029c6df6ec6169242,882352.9412
0x0994e4cab60f7eb0a0faf305cb382aafaeb17cb5,882352.9412
0x09954a5f8ebd44911fa0169dfe78776a454db5f8,882352.9412
0x09a0bbe3f7b1a95b84ca2ffe3177fdeebeb121ed,9375000
0x09a18e04e926d6934168de5eff1155c89a6c2fc1,882352.9412
0x09a6b7b62b16232c03c2a4e4aee21cae234547c7,9375000
0x09a9ff3d0638abe5fa275687cec68da694d7b4f3,882352.9412
0x09bdf6054bbf054b81ad5a536be6c2eb2861685b,882352.9412
0x09bf2b45df942462d8833a47bb48b8f5eaf91040,882352.9412
0x09ca4020eff553cf64f6063524565a3b503fbcb3,882352.9412
0x09cd305f6c4adccaa090a3cb841e33fcc638e6c2,882352.9412
0x09d15181e8de952097877ece3ccffffb32287c4d,882352.9412
0x09d37f40fa8f6c4aca90c27ac9fef1365bb8271c,882352.9412
0x09d458585fc7b1ab4042e03604b9f414c158171b,9375000
0x09dd0b6db5ed0a3d7eff7bce40d8b68dd6824d13,882352.9412
0x09e444bf6dff2f859dd69f15f1f84cc2b1335ed5,882352.9412
0x09eae30b00f5082e67a7edfb3f9bcd730fda7ec8,882352.9412
0x09eb1eb3766232b5d7f9b78a1e8ccb006424e04a,882352.9412
0x09eeaa516b141aa1f2336e9632399eeda966c854,882352.9412
0x09fe586010f0dc0cd603622a0ce73760c8281a58,882352.9412
0x0a006d4eba0ee9f03f81cff8a11c0adc72b8fe1f,882352.9412
0x0a0708820e357b61427d93e7bea6423fe7b2551d,882352.9412
0x0a08f7c6bdef4e9b9812545b3699eb4a59775d82,882352.9412
0x0a0dbecc9f54c62a6f29e132e5626c550a5f866e,882352.9412
0x0a0dc378ec2229c1ab835e3de052f96aaed21711,9375000
0x0a2cebc78e6a7addfe16b41777cf864d47e1252e,882352.9412
0x0a2d3dd46e44acec0da085268502880bb384bcc0,9375000
0x0a2f6f4ae469ca54b9cc8d2f97d8e57efdb0d2fd,882352.9412
0x0a3e7eb10595ead2bb32f1fe4dfa0c60f91bc224,882352.9412
0x0a4d9c8d8c6c2ae282a15a7f87c17faed7c8a76b,882352.9412
0x0a5205ed9e334e6f536324f6da01159d5e2da30b,125000000
0x0a57b5c3e65fc6c5dd817d902a176befac138ea7,882352.9412
0x0a5d9ac29ba565a2c257ac05dab8a50403fcae47,882352.9412
0x0a62b6eb75b174bbce1b2498c0c6b85170a14a31,882352.9412
0x0a67282732ad5661ef5164769cef93074f31ad3d,882352.9412
0x0a685d0213256dd9049ea9f1805d58d0dc85fde0,882352.9412
0x0a6c023f7dcc186258eaacbc5f1dfe989d7a109f,882352.9412
0x0a835b0e8a9356926a30b905580473624a8a443f,9375000
0x0a83e2b79095df2c1a21cc1eefbf0575922dcf23,882352.9412
0x0aa8974bf72f885fa0a896c83e3b32d40429b6e3,949500.4012
0x0abdf5e41d120e014438bd83c4fae6e40bab7514,882352.9412
0x0ac1f29295afde807dc6537c516df14ffb3473c5,882352.9412
0x0ac3ecc0afa7930d915e84387b747789de7ba1d6,882352.9412
0x0ac67056531f18a7e048e2c9c29272c6b4aabc96,882352.9412
0x0adda2c59333f7933e166cd59b3dc963c261c4f0,882352.9412
0x0ae012efd6724e0de0e9f89df604218051964fc6,882352.9412
0x0af30103d49dc814804aee0890d2b9be27617ccd,882352.9412
0x0b0154cbfaba8a18caf5fcba2b83ce383c1a0095,9375000
0x0b11f8960178dea63a96a3653dcfdfe45f370e1e,882352.9412
0x0b32d642af6f3ff0f1f7c1c1925af9e753fed113,882352.9412
0x0b371160a5dba75c7865f5f0b3f31228d3fb4287,882352.9412
0x0b41078fe96ad555b13eed39f30d2c7d264fdaf5,9375000
0x0b42689410ba244ab61a8f90a9bc28bad7fe8e94,882352.9412
0x0b44ed12e5af25c22a53b0514089f9d389916a55,882352.9412
0x0b45a2a95528ef8a315e40d7f74dfa1467fd65e4,882352.9412
0x0b51787afba68f03670777bb518ddea544cb4117,882352.9412
0x0b52fcd438a14bc7e8c6067ef7d6b9cb6442b968,882352.9412
0x0b6f1dcd018b1ad7c8df95f2b64675e551572718,125000000
0x0b6f82727c69dd74e65e1953ef188306f30a9542,882352.9412
0x0b7a70a07c7a184c083116d74ca78bea3aa8d512,882352.9412
0x0b809ca383e2797f05c6430c1441db9e5b993b70,9375000
0x0b80eef44f594c2ea5ce1bc98dca2636e73c916c,882352.9412
0x0b911c94a435cb7240f09d2fa3ce0f02bfe40792,882352.9412
0x0bae2ed93fd92f9eefd4098a72d83546e5bf4203,882352.9412
0x0baf2aef93f21ee78fb2a1939d9e358539cbb75a,882352.9412
0x0bb1988600451169e2aa6f2b3f800baba25c8ccc,882352.9412
0x0bba605cffbbf41d9b04fcbabafc37bd9d7b1b4a,882352.9412
0x0bc36e14a7902fbf30e36d2954bf5135392d0aa4,882352.9412
0x0bc370aa53ebd96ac5116bb8ef751fd077268dd9,882352.9412
0x0bc6e129465bd0ac2637d8ed7cc2ced6798002e3,882352.9412
0x0bcc758cd2825f9b9fa5d1e1808362f5666c6749,9375000
0x0bd036f42849066e5276ce7d180909ca01daf40f,882352.9412
0x0bd43f463074e731718f970c35b3fa7c8184c642,62500000
0x0bdea6c411c2d5b0ab7e361d05f8891c7cb0d1fb,882352.9412
0x0bdfc89c291965251573ab8c5242fbb8894f8717,882352.9412
0x0be1469d963ef8d1ac32dfbe56aee98869f97088,882352.9412
0x0be83e9c9ac7f26a6904f67575a8fa0c50f6f952,882352.9412
0x0bed84750ea7d675b6793e6c9464fc2356e1e76d,125000000
